Geneid	Length
CG1172	747
Or83a	1359
CG2663	924
Orco	1458
CG14669	1035
CG12147	1431
PEK	3577
RpL35A	471
POLDIP2	1293
mRpL44	963
Snr1	1110
CG45100	114
HDAC3	1314
Hcs	3141
ksr	2898
CG31550	2506
NKCC	3245
Nmdar1	2991
Itp-r83A	8511
CG43845	198
CG2519	3912
mia	1767
Pcmt	690
Snm1	2289
Pi4KIIalpha	2482
CG14671	465
CG12746	1089
CG2931	906
Rheb	546
CRMP	2006
CG2926	6933
rev7	594
noi	1509
Vha26	678
kra	1266
CG1427	1434
asl	2982
Rga	1755
Atu	2175
Spec2	255
CG2911	549
RpL13A	656
CG31551	4179
CG31549	771
CG12171	771
CG31546	792
CG31548	768
CG12170	1314
MTA1-like	2821
Sec23	2343
elm	567
MED27	879
CG2182	2013
Wdr33	2421
Xe7	2432
Atg17	4071
Rab23	804
plx	4797
CG2104	1272
cas	2379
CG1239	900
CG2100	1431
CG1236	1041
Sym	3495
Madm	1911
CG2091	1122
Sec8	2955
CG2082	1379
jagn	591
kat-60L1	2141
Hat1	1215
Rpn5	1506
CG1218	1347
CG2046	705
CG10979	2877
CG11000	996
CG42675	1494
Hpr1	2103
CG46303	264
CG2023	681
dgrn	957
glob3	588
CG1208	1533
CG1213	1473
CG14676	732
disp	3654
CG34287	705
ECSIT	1227
CG2017	1929
CG34113	5067
CG11373	177
Obp83a	522
Obp83b	423
Rm62	2385
CG10280	1086
CG11459	1008
CG15580	2229
Or83c	1191
Gasp	826
Obp83cd	726
Obp83ef	735
Obp83g	438
Vha14-2	441
CG31559	1362
CG1077	2190
Osi1	924
NPFR	1468
Osi24	1599
Osi2	1170
Osi3	864
Osi4	1185
Osi5	606
Osi6	936
Osi7	864
Osi8	822
Osi9	699
Osi10	1728
Osi11	906
Osi12	885
CG15597	447
CG15594	969
Osi13	630
Osi14	804
Osi15	642
Osi16	834
CG46026	1998
CG31560	837
Osi17	2250
Osi18	918
Osi19	798
Osi20	840
CG17917	633
CG10298	561
CG17919	606
SmD2	357
CG18048	1323
Hr83	834
Pak	2520
CG42724	3628
CG10286	1875
CRAT	2003
CG42564	1500
CG1024	1629
CG42537	270
TfIIFalpha	1731
godzilla	1608
Dmtn	2056
gpp	6889
CG9727	3987
Zif	1164
Neurochondrin	2169
CG15186	3520
CG15185	1026
dpr11	1080
Pif2	354
CG1137	1137
CG2336	966
CG1138	870
CG31482	585
glob2	764
sowi	651
CG15177	675
sunz	660
CG31286	615
CG1315	1257
Taf1	6519
CG1307	558
twr	555
agt	582
lab	1887
Edg84A	564
Ccp84Ag	573
Ccp84Af	453
Ccp84Ae	624
Ccp84Ad	597
Ccp84Ac	651
Ccp84Ab	663
Ccp84Aa	615
pb	2346
zen2	756
CG34297	699
zen	1059
bcd	1482
Ama	1023
Dfd	1758
Scr	1251
ftz	1230
Antp	1139
Sodh-1	1080
CG1979	3141
dj	744
djl	858
CG1988	1734
CG1105	1266
CG1965	2725
Ufl1	2346
CG1943	354
Ref1	798
Dpck	708
Tailor	1689
alphaTub84B	1350
e(y)2b	285
Alh	7622
Mlp84B	1485
CG10098	1059
CG10068	948
CG31248	753
CG31493	752
Fer1	768
CG14610	441
CG2656	849
gfzf	3135
Sas-4	2703
MAGE	696
sas	5079
CG10055	1824
lap	2456
CG14609	1791
CG1288	561
CG14606	1398
CG14605	1296
thw	3411
CG14607	1203
CG1234	2466
CG10053	798
CG1227	960
CG10050	753
Obp84a	679
Gld	1875
Syt4	1422
rn	3993
RacGAP84C	1173
CG42544	360
CG10029	1230
CG44335	321
CG31496	807
nxf4	903
CG43290	366
CG17944	600
Mst84Dd	216
Mst84Dc	165
Mst84Db	222
Mst84Da	189
MstProx	2895
CG42650	564
Ir84a	1932
wa-cup	1740
CG14598	687
CG1142	843
alpha-Est10	1798
CG42656	156
alpha-Est9	1761
Mics1	1095
alpha-Est8	1722
Ubc84D	459
alpha-Est7	1716
alpha-Est6	1704
Rtnl2	765
alphaTub84D	1350
alpha-Est5	1629
alpha-Est4	1623
alpha-Est3	1653
alpha-Est2	1698
alpha-Est1	1695
CG45545	174
Nlg3	3477
Nlg1	4062
CG2616	1347
CG43254	396
pyd3	1158
CG10919	561
Sp7	1173
CG11286	573
CG18747	1254
CG18745	1299
CG18748	1227
CG18746	1314
CG10086	1407
CG2641	1287
CG18744	1230
CG3014	1464
CG18268	1074
CG2993	1664
sgll	738
CG31473	771
CG34384	5877
CG17816	2941
ArgRS-m	1782
mRpS9	1185
wtrw	3026
EMC1	2745
Taf7	1437
Prat	1638
CG2846	459
CG2678	1303
CG10445	2835
lds	3183
dsx	1805
CD98hc	1701
Os-C	459
Sfp84E	480
CG2781	987
PIG-H	663
Kmn2	285
CG2698	2740
CG2767	987
CG11052	447
CG3223	1245
CG10435	1485
Pbp95	2163
CG2747	6516
ImpE3	975
CG10903	828
CG11035	693
unc-45	2841
CG43060	285
CG43618	168
CG43061	159
mAChR-B	3057
CG7910	1590
CG7900	1608
puc	1428
CG7878	2109
CG9667	816
Gie	558
grn	2136
CheA84a	540
CG7800	1599
CG18249	1680
DNApol-iota	2211
Ada2b	1735
CG9636	912
CG18749	1473
CG33722	1434
CG15864	1470
mtg	1668
RpA-70	1809
Mcm2	2661
CG9630	1839
ato	936
CG11671	420
CG11672	720
CG31464	696
CG31463	1149
CG9626	5001
mRpL1	1062
nac	1011
Sgt1	534
tex	960
CG11693	997
CG11694	783
CG11698	786
CG7483	1197
Coq2	1176
Ctr1B	522
Poxm	1110
Or85a	1191
CG7443	417
COX7A	312
Arl2	552
CG9601	1569
COX7AL	318
DppIII	2358
CG7352	1398
Atg13	1569
stck	1058
CG9684	1926
CG7963	1012
CG45263	8097
Obp85a	540
Or85b	1170
Or85c	1167
CG11737	1365
CG31454	1365
CG31259	1365
CG11741	201
Or85d	1236
pch2	1263
mRpS18A	465
CG31460	423
Cenp-C	4233
5-HT2B	2841
Or85e	1401
Cyp313b1	1506
Mkk4	1272
SLIRP2	273
Dhod	1215
CG11753	480
CG42489	231
bel	2403
p	2478
CG8032	1749
CG8036	1878
mRpL19	918
CG9773	825
CG11755	462
CG8043	1044
CG33325	939
CG44227	159
hb	2274
Cks85A	288
CG8112	1699
TMEM216	408
CG11760	447
CG8136	1323
nom	1110
ouib	936
CG8159	1197
ranshi	1038
M1BP	1254
CG8202	2826
CG9801	2127
CG8223	1476
CG11768	1482
CG34135	606
CG8236	1320
CG13318	1215
CG34301	255
Pif1A	5124
Pif1B	3123
CG33191	1428
CG33189	531
Ir85a	1815
CCT7	1632
CG9839	1866
hng2	762
CG9837	621
CG9821	855
CG8369	282
IscU	462
CG8379	2121
pyd	10197
osk	1818
skap	1510
CG11964	1743
CG11966	1776
CAHbeta	770
RagA-B	933
CG11970	4974
E(var)3-9	1764
CG11975	1020
CG31100	2198
CG11977	822
CG11980	1077
Prosbeta3	615
CG11982	1140
CG11983	1263
Kcmf1	1797
Sf3b5	255
CG11986	1104
tgo	1926
neur	2287
hyx	1614
Nmdmc	927
Rel	2913
Mst85C	726
Kdm2	4035
beag	1671
Ada	1011
pum	4869
CG11997	1251
D1	1065
Vps15	4066
CG8420	1593
St2	948
CG16734	1329
CG16736	831
Ibf2	585
Ibf1	726
VhaM8.9	960
sage	804
TrpRS	1290
Vps16A	2499
CG8861	534
HP1e	522
CG12951	795
CG16749	795
Aduk	1578
pasi2	774
CG45050	807
CG43675	1116
CG18473	1050
CG8129	1407
FER	3978
Or85f	1176
CG34117	303
RpL34b	504
CG8132	849
CG9356	1344
CG8135	2082
CG42511	228
CG44261	294
betaTub85D	1338
Task7	1020
alpha-Man-IIa	3327
ps	2654
GstZ1	738
GstZ2	714
CG16779	5977
phu	1638
RhoL	642
CG8149	924
rump	1896
Ras85D	567
Rlb1	1389
mRpL47	813
JHDM2	2562
CG8176	3660
by	2160
mura	3519
RnpS1	1122
CG9386	1563
CG8199	1317
AP-1mu	1278
MBD-like	1020
CG9393	1020
Vps45	1722
CG16789	2495
CG16790	774
CG9396	453
CG9399	462
Kap-alpha3	1542
CG8273	2622
CG8301	1821
CG33654	504
P58IPK	1494
bocks	1197
CG8312	2598
CG9427	738
CG8319	1149
Calr	1218
SpdS	861
Scm	2631
Dh44	1068
Fst	858
CG9492	14256
CG43441	279
CG8358	2106
CG16817	552
nmdyn-D7	1161
CG9444	1671
eca	648
CG18542	747
Unc-115b	2529
p24-2	732
CG32939	747
Unc-115a	2713
trbd	2334
dmt	2571
hyd	8661
FoxP	1827
alphaTub85E	1347
CG12950	2817
Pnn	926
CG34409	1533
CG31415	471
CG12948	756
PpD3	1560
CG16908	3240
Rpt3R	1215
CG8412	2034
CG8417	1188
Snap24	636
CG8478	1728
MED6	747
CG8481	537
CG9471	612
Whamy	1890
topi	2442
RpS29	168
CG12947	1272
MtnA	120
CG8500	699
CG12945	1347
CG8507	1137
CG8516	2604
CG9467	2190
CG8526	1815
FBXO11	3546
CG8534	795
eloF	771
CG16904	786
CG9459	795
CG9458	792
CG42857	414
CG34302	510
Teh1	897
Glut4EF	2954
Art4	1590
Gr85a	1191
Spn85F	1920
CG5359	519
Mical	14388
CG31407	468
CG3909	993
CG11722	609
mtTFB2	1356
CG12811	609
ohgt	1755
Fancl	1143
Npc2e	504
Npc2d	519
Npc2c	495
CG33630	636
CG33631	585
CG33783	492
CG33784	549
nerfin-2	2325
CG5361	1437
Fmr1	2204
CG3940	912
gammaSnap2	849
ATPsynepsilonL	192
knk	2067
tws	1504
TAF1B	2616
CG42759	210
Invadolysin	2049
CG34303	417
CG6254	1902
Best1	2352
CG12814	1336
Syn	3123
Timp	630
CG12420	720
CG12817	513
CG34107	342
CG42795	9783
CG3999	2955
Sirt6	975
pont	1368
CG43143	8800
CG6293	1719
Bruce	14928
CG12818	864
sle	4297
CG12592	2022
CG18545	597
CG31406	747
jumu	2157
Rfx	3277
cwo	2094
mthl11	1596
CG6325	2676
Irp-1B	2697
Rrp46	699
CG6345	1749
CG46270	48
Cyp12e1	1566
hth	1605
CG6465	1203
CG14688	864
Skeletor	4551
pug	2966
CG14683	1068
CG31391	1440
CG31467	1440
CG14684	378
CG31278	725
CG31373	588
CG14689	1461
CG4073	879
tomboy20	441
TkR86C	1665
CG14691	1607
CG31272	1689
MED7	660
Cap-H2	3005
TfIIFbeta	831
CG45076	2048
fau	393
CG45078	489
Desi	783
CG42633	1122
mRpL37	1224
Rbp1	520
Art1	1128
Mcm5	2199
CG14687	414
CG14692	8553
CG14693	1878
CG4089	1548
Cad86C	5847
CG42394	231
CG4565	807
CG6567	705
CG4511	648
CG4570	825
CG14694	1338
CG6574	1332
SelR	818
Tsp86D	948
Fdh	1137
CG4596	1275
Sodh-2	1080
CG14695	867
Tpc1	996
CG14696	1371
Leash	1560
Adk3	648
CG6621	2616
Tengl4	1134
CG34114	3323
CG43449	234
CG6629	783
Ugt86Dd	1550
CG4706	2349
CheA86a	567
Ugt86Di	1557
Ugt86Dc	1563
Ugt86Da	1584
CG4757	1650
Ugt86Dg	1581
Ugt86De	1581
Ugt35b	1548
Ugt35a	1611
Ugt86Dj	1587
Ugt86Dh	1578
CG18577	342
cu	2265
SdhC	513
Tctp	516
ZnT86D	1098
RpS25	351
CG4820	1086
CG6689	1839
CG6693	897
RpL3	1415
scpr-C	786
CG17726	1311
GCC88	2085
CG17187	897
CG14701	258
Arfip	1065
CG17721	447
CG31441	1027
CG31388	1402
scpr-B	786
scpr-A	792
CG17734	528
CG5214	1404
pros	5592
KP78a	2115
KP78b	1812
mRpL40	588
mgr	582
Irbp	1893
Ranbp9	3054
CG6723	1761
CG45676	201
ninaG	1791
CG5270	6729
CG18643	475
RpL24-like	573
CG5276	1257
CG6744	1749
CG5281	1041
sals	2845
CG17230	1503
PGRP-LB	802
dpr5	1008
dpr4	969
CG14708	615
CG10898	1020
fabp	550
sea	951
Mrp4	3948
CG6790	2691
CG5342	2511
wkd	1089
CG6791	3744
Jupiter	1097
CG14710	1245
CG6808	1125
CG14711	1131
CG6813	882
CG18764	1227
CG14712	3798
Csk	3214
Elp1	3771
CG42327	4287
CG14715	414
CG18476	2808
Taf12	588
Ho	888
CG6830	2673
CG6834	2685
CG6908	1347
CG18765	1179
Fer3	585
CG14717	918
CG14718	1338
I-t	552
CG14720	573
CG12594	2058
CG14721	1035
Blm	4461
CG14722	1494
CG6923	3795
CG43062	522
Lk6	3433
l(3)neo38	1369
CG17360	4062
HisCl1	1370
Sbf	5979
ClC-a	4045
glo	1758
COX5A	447
CG6950	1350
CG6959	1275
sad	1560
CG6962	2301
CG31368	4458
mthl5	1491
CG6971	750
Cad87A	5925
CG34307	570
CG14731	1923
CG31211	2679
Hsp70Aa	1926
Hsp70Ab	1926
CG3281	1614
aurA	1233
CG12213	1743
GC1	963
Tango9	1143
GC2	957
CG10005	742
CG18547	1035
CG12224	684
CG3397	1026
mfas	2726
Tk	891
Ect3	1911
KLHL18	1746
GCC185	3405
DCAF12	1377
Spt3	1152
CG31358	1422
CG42505	609
CG42504	660
ssp5	2133
CG14736	1419
CG14739	618
CG14740	1434
ATP8B	5212
dpr17	1992
CG4702	942
dpr15	1986
Cpn	2592
eIF3d2	1653
CG43450	144
CG3809	1188
CG4830	1602
Cog1	2679
CG14742	222
CG4860	1245
CG10014	1263
CG17404	825
CG12256	849
CG3916	801
Pglym87	876
Cyp313a5	1461
Cyp313a2	1479
Cyp313a3	1476
CG3942	2217
svp	2543
CG44037	213
CG44038	150
CG17738	330
Sfp87B	261
CG4066	1764
CG10013	1395
CG44956	486
CG10038	975
CG10041	816
MBD-R2	3507
CG4115	660
Tim17a1	666
GstD10	630
GstD9	654
GstD1	627
GstD2	645
GstD3	597
GstD4	645
GstD5	648
GstD6	645
GstD7	672
GstD8	636
CG10035	858
GstD11	729
CG34402	2085
CG33098	752
CG10096	1506
CG10097	1503
Cyp9f3	1299
lig3	2418
Cyp9f2	1548
CG5167	1293
CG5196	1281
Dip-C	1473
pps	6054
Scgbeta	1056
CG17202	543
Pp1-87B	906
NANS	1116
CG5641	1188
CG5245	1503
Prosalpha2	702
Aos1	1011
CG5844	1134
Desat2	1083
CG17207	660
Desat1	1149
CG5538	1161
CG18549	1308
CG5509	417
trus	1455
CG5961	1326
CG12267	1566
CG5608	2061
Hsp70Ba	1923
Hsp70Bbb	1923
Hsp70Bb	1923
Hsp70Bc	1923
Octbeta3R	3768
Hug	573
Octbeta2R	1890
Vha55	1470
Snx3	501
Not10	1905
CG18530	1167
CG11598	1164
CG11600	1218
CG11608	1290
CG6753	1215
Dtg	1836
CG6225	2112
CG14395	3237
Gnmt	867
CG43630	144
mbo	2106
Cyp313a4	1482
kar	1868
Su(fu)	1404
CG31347	429
Arp1	1128
CG14391	405
NijC	822
Past1	1628
CG12279	330
mus308	6177
Men	2339
CG5724	1590
CG5999	1590
beat-Vc	840
CG31345	639
beat-Va	900
CG10126	687
d-cup	657
CG10909	1047
beat-Vb	984
grsm	2040
Spc25	666
Cyp304a1	1530
CG14384	495
CG7381	2136
CG7091	1527
Paip2	372
CG31342	2983
CG14383	996
yellow-f	1287
yellow-f2	1356
CG7488	1119
CG17327	417
CG44194	195
CG7518	7624
CG8031	885
CG11656	873
CtBP	1484
CG46280	1596
CG46281	702
l(3)87Df	330
ry	4005
CG11668	1194
snk	1305
CG11670	1212
CG45122	258
Hsc70-2	1899
CG31157	1161
CG7966	1458
pic	3420
sim	2101
CG43063	402
timeout	4152
CG34308	581
2mit	3465
CG8138	699
CG8508	801
CG14380	504
CG8141	717
CG8483	1176
CG8476	726
Ace	2018
CG11686	210
Ravus	1077
Su(var)3-7	3750
TBC1D5	1962
CG8630	1224
CG15888	957
CG15887	411
Osi22	996
wntD	927
CG8773	2982
CG8774	2826
CG32473	3839
CG43208	219
CG44142	249
CG45080	165
PK2-R2	1797
PK2-R1	1980
mthl12	1464
poly	753
Dic1	840
CheA87a	549
Lip3	1182
CG34309	303
CG9813	1701
CG8870	1068
mRpS21	261
Droj2	1209
CG9799	2766
CCHa2	408
CG14374	297
CG14377	315
GILT1	750
CG33977	282
yellow-e3	1227
yellow-e2	1305
yellow-e	1590
Ir87a	2388
Act87E	1128
yrt	2919
CG14372	3003
CG12538	582
CG42778	195
CG31337	312
CG14370	396
CG14369	336
CG9759	336
CG9757	381
CG9269	438
CG10841	2184
sqd	1139
rin	2070
Rbp4	1284
Hrb87F	1155
B52	1171
Task6	1224
CG9588	660
Lkb1	1701
omd	2982
flfl	2940
CG14367	930
f-cup	2552
ninaB	1860
Adgf-D	1506
Adgf-C	1518
CG31469	492
primo-1	465
primo-2	492
CG34383	9633
Ubc87F	504
CG9312	633
Cht5	1785
CG9297	2856
CG9288	642
CG42375	240
CG9286	891
Dip-B	1524
tal-1A	33
tal-3A	33
tal-AA	96
tal-2A	33
Mst87F	168
Nsf2	2256
CG31495	1023
CG14362	618
E5	1572
ems	1482
Art9	939
Art6	1023
CG31517	189
CG9926	693
Ipp	1125
CG9925	2676
Orc2	1854
rdx	2524
Cyp6d5	1524
CG3061	1110
CG9922	372
foxo	1884
Npc2b	477
CCHa1	546
CG9920	306
PK1-R	1290
CG12402	2013
Or88a	1203
CG14357	957
Kif19A	2250
Abi	1431
twf	1029
140up	783
RpII140	3528
CG14356	453
CG14355	3072
CG42500	228
CG9722	792
CG44215	114
CG31533	2532
CG31327	2583
CG3199	696
Dop1R1	1725
CG9649	1512
CG31326	1560
CG33109	888
Sp212	1548
CG9631	1317
CG9624	867
CG43291	411
CG9616	465
MetRS-m	1746
CG43179	456
CG14840	900
CG14841	822
CG14839	846
trx	11178
red	1098
CG3259	1764
su(Hw)	2823
RpII15	387
CG31321	1803
Crz	462
PR-Set7	2073
Afti	3105
ATPsynE	243
spn-B	1023
NK7.1	2163
HEATR2	2535
soti	441
cv-c	7183
natalisin	1659
HtrA2	1266
mRpL11	588
CG8461	732
Pde6	3372
CG34273	384
Cyp313a1	1476
CG14854	558
CG14850	474
CG14851	456
CG8087	426
CG14852	522
CG31313	373
CG8066	312
Cys	378
CG7987	3849
CG44094	270
stumps	3816
CG14853	1122
put	1560
His4r	309
CG7886	2454
Cad88C	5943
l(3)L1231	3600
CG3505	1080
Hexim	1080
Rad17	1605
BigH1	1059
Meltrin	4741
kibra	3864
CG7530	1128
eff	441
jvl	4029
smp-30	918
CG7362	2379
CG14855	1668
CG14856	1671
CG14857	1680
btsz	12697
CG3610	1464
CG3631	1263
Rrp6	2700
CG33331	1026
CG33332	1047
CycC	801
UQCR-C1	1410
CG7265	1407
CG14860	789
Nup93-2	2388
CG3817	828
VhaPPA1-2	636
RpS5b	705
VhaPPA1-1	636
Sdr	2604
CG14861	1092
RpL10Aa	648
dpr9	1806
CG6974	753
CG6966	1992
CG42788	4680
CG6912	1299
CG3984	1611
CG3987	1212
GlyS	2127
Gyc88E	3291
Mf	1204
CG6752	3996
CG42542	1551
Spn88Ea	1281
Spn88Eb	1278
Mau2	1896
CG6654	1917
CG4210	522
SIDL	3435
CG12241	2412
Rpb7	519
CG31344	1209
Caf1-55	1290
Art3	1548
mRpS10	528
CG34316	801
tefu	8301
Hsc70-4	1953
Amt	1686
CG42404	3399
eIF2gamma	1467
Su(var)3-9	1905
Set	807
ATPsynO	627
CG14864	1641
Zip88E	1098
Cp190	3288
CG4338	822
MRG15	1287
l(3)neo43	243
Tm1	4900
CG45218	252
Tm2	932
CG14866	1365
CG6276	1410
CG44040	180
ear	2835
CG6236	2040
ea	1176
mRpL9	744
FK506-bp1	1071
Sra-1	3873
CG6218	1044
SerRS-m	1251
Surf4	810
CG31301	1317
CG42727	633
CG42726	1323
Trs33	456
CG5038	2115
Atg4b	2004
CG5044	1158
ldlCp	2130
Trax	894
CG6171	770
CG34404	2178
CG14868	1554
CG6136	789
Ccm3	624
Rbp	5532
h-cup	768
CG6125	1951
Atx2	3293
CG6118	2901
Act88F	1128
AdamTS-A	5157
B9d1	723
Rh6	1086
Trissin	324
obe	6549
CG5213	753
CG44014	657
CG44013	657
CG31296	840
AOX1	3819
AOX2	3792
AOX3	3762
AOX4	3768
CG43335	843
CG43336	837
pxb	1908
CG31446	711
CG5399	654
CG5404	1881
CG31294	675
CG34274	750
CG4520	960
CG12784	303
CG5623	837
CG4525	1710
CG5614	1074
CG9590	1380
CG9589	759
c(3)G	2232
Acyp2	306
nsl1	4721
CG9593	1146
alpha-Man-IIb	3747
rec	2655
CG4576	2028
CG43318	516
CG43317	738
Arpc3A	531
ND-23	651
spn-E	4302
Pbp45	1089
cv-d	4410
CG4546	1371
Hmt-1	2598
CG31183	4251
CG9632	654
CG14877	762
glob1	501
EndoU	966
CG45105	4906
Fbxl7	2316
CG34276	273
CG5478	789
blp	423
Sap47	1675
CG31088	399
CG4287	999
CG5516	528
CG32856	321
Rbf2	2349
mor	3627
Hel89B	5769
srp	3965
GATAe	2238
pnr	1620
CG10264	810
CG10407	789
IKKbeta	2151
CG5013	741
msps	6246
CG10185	5196
Mhcl	8789
CG32855	1656
sxe2	1161
Akt1	1833
Sb	2361
CG5903	678
CG5916	990
Fer2	849
CG6006	1824
CG8925	2010
CG8927	1114
Bin1	450
sra	876
CG6126	1665
CG31287	666
mtSSB	438
tara	2760
bor	1812
asun	2067
Mst89B	1107
Mat89Ba	3579
gish	1978
Zip89B	1485
Sulf1	3342
CG44044	198
CG6901	1455
CG17929	1473
CG17930	1506
SF2	765
pad	2772
CG14879	537
Manf	519
CG10311	495
CG17931	180
CG42446	369
CG14880	1911
CG10317	645
ss	3192
CG31279	1371
CG17565	1257
CG14881	946
mRpS33	339
ema	3201
CG14894	789
CG14882	1362
Pak3	1749
CG10405	804
CG14883	990
CG42232	10323
CSN5	981
Gyc89Da	2001
Gyc89Db	2007
Dhfr	546
Sdhaf3	360
Der-2	783
Cad89D	6720
Gr89a	1086
Decay	924
CG42342	2571
CG14891	1485
CG14903	357
Scp2	552
CG14892	1326
CG10345	1656
NPF	306
CG12783	1395
CG10340	834
CG17562	1497
CG17560	1497
CG14893	1530
CG14905	1419
Fas1	2042
nonA-l	1890
Arl6IP1	591
CG10324	1629
CCT3	1632
CG14906	1077
CG14907	702
modSP	1884
Ubx	1167
CG31275	303
Glut3	1521
abd-A	1770
Abd-B	1638
VhaM9.7-d	264
Actn3	1659
AhcyL2	1516
CG18622	282
MESK4	840
CG3678	846
CG31274	840
CG17556	846
CG3534	1656
Sf3a1	2352
Irc	2091
CG8907	2196
Pxd	2070
AdSL	1443
CG5225	1782
CG31268	1367
CG4009	1947
CG18213	2637
CG5220	906
CG3995	966
Patr-1	2904
Dad	1704
Ns1	1743
mRpS11	600
Keap1	2328
kuk	1710
GckIII	1926
cal1	2937
cher	7534
CG34278	273
CG42779	183
CG45079	267
CG17477	801
CG31269	819
CG31265	798
CG17475	864
CG4053	795
CG31266	846
CG31267	825
CG5246	816
CG5255	819
CG5265	1929
TwdlW	924
m-cup	2106
Det	459
CG5285	840
CG5292	480
Mur89F	6477
CG31262	1756
beat-IIb	1226
CG44259	195
CG44257	144
CG31418	675
CG31419	714
beat-IIa	1293
Brf	1986
lute	2500
sds22	978
CREG	633
Sur-8	2082
CG34279	300
CG34280	246
CG42823	453
CG42824	438
CG42798	291
CG17283	1395
CG5860	1110
CG5863	1185
CG42821	336
CG42822	336
CG5866	669
CG33333	444
CG42834	366
CG42835	324
CG14332	372
cysu	2259
CG44090	297
CG14331	936
Eh	291
CG14330	267
Dscam3	6402
CG5823	849
P5cr-2	835
l(3)07882	2556
SF1	2401
Prx3	702
Hmx	2154
CG7587	426
Sgs5	489
CG7606	198
sll	1395
CG14329	903
Edg91	477
CG34281	318
CG14327	459
CG14324	393
CG14326	411
CG14323	630
AttD	543
CG14325	1380
CG43175	348
CG14322	4812
CG7523	780
Mps1	2016
alt	2622
CG7655	759
CG31251	918
CG31360	294
CG31249	750
osa	8157
Pxt	2427
Atg8b	360
Lgr1	2493
CG14321	363
TyrRII	1758
TyrR	1893
CG43102	8073
pasi1	507
CG7379	1299
CG17803	1761
CG17806	1263
CG17802	1317
CG17801	1143
Odj	1290
CG18012	1338
tinc	4539
Rim	8736
CG12347	327
CG43445	192
cpo	3236
DNaseII	1098
CG7785	768
CG7794	1365
htl	2187
CG14317	1344
sr	3813
CG14316	1290
CG14315	651
CG7218	2028
Cbp20	462
CG7215	390
Prx5	570
wrd	3646
cdm	2913
CG7208	1395
Arp5	1944
CG12321	741
MED17	1926
CG14313	405
Ssdp	1527
CG7985	2124
CG44158	279
CG14314	1314
CG7183	1704
CG7988	828
mTerf5	1680
Non3	960
CG7168	699
Mdh2	1008
repo	1836
CG7156	2043
14-3-3epsilon	786
CG12320	1137
CG18598	267
Ada2a	1686
Rpb4	417
moi	534
Tgs1	1398
CG18599	1425
Vps39	2628
eIF1A	444
CG7142	1002
CG14312	324
CG8064	2766
CG7131	1482
l(3)05822	1800
Dlc90F	333
CG18600	1152
CG7126	612
PKD	2760
CG31235	1218
CG15803	2640
hmw	1812
WRNexo	1062
Nup43	1074
gl	2038
CG7675	1008
CG14309	2898
cona	621
Vha100-4	2532
Vha100-2	2502
Vti1b	366
CG12333	1461
koko	777
CG7685	639
CG31122	1935
CG10864	1167
fru	5262
CG7691	849
CG43210	177
hemo	264
CG7694	441
fray	1656
qin	5571
CG14304	3408
CG14305	906
CG7695	435
CG14301	588
CG31224	5352
CstF64	1257
Cpsf73	2052
Gos28	696
CG31231	2037
CG31229	585
CG7702	1611
CG31230	177
CG7705	1777
CG7706	2178
CG46318	78
CG7708	1842
Muc91C	2850
CG14300	282
CG34282	282
ChAT	2163
VAChT	1734
CG34283	459
CG7714	675
CG7715	654
CG14302	213
Mekk1	4713
